County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Los Angeles_ 2020 Q2 Court,767,Los Angeles, 2020 Q2 Court,7048,1174,629,1250,201,34,885,22,1680,1670,Los Angeles,Jackey Lacey,0,1,0,1,0,,2114,29.75402081,59.12961211,1.608325449,9.508041627
Los Angeles_ 2020 Q3 Court,768,Los Angeles, 2020 Q3 Court,8669,2462,1159,1964,462,28,2286,61,1737,2057,Los Angeles,Jackey Lacey,0,1,0,1,1,,3613,32.07860504,54.35925823,0.774979242,12.78715749
Los Angeles_ 2020 Q4 Court,769,Los Angeles, 2020 Q4 Court,7738,2122,1014,2382,507,38,2032,50,1517,1893,Los Angeles,Jackey Lacey,0,1,0,1,1,,3941,25.72951028,60.44151231,0.964222279,12.86475514
Los Angeles_ 2021 Q1 Court,770,Los Angeles, 2021 Q1 Court,9028,2123,1223,3090,569,14,2170,53,1276,1829,Los Angeles,George Gascon,1,NA,NA,NA,0,LA Elections are on Presidential Years,4896,24.97957516,63.1127451,0.285947712,11.62173203
Los Angeles_ 2021 Q2 Court,771,Los Angeles, 2021 Q2 Court,8845,2102,1313,2994,589,21,2202,61,1312,2099,Los Angeles,George Gascon,1,NA,NA,NA,0,,4917,26.70327435,60.89078707,0.427089689,11.97884889
Los Angeles_ 2021 Q3 Court,772,Los Angeles, 2021 Q3 Court,8721,2190,1272,2898,663,14,2231,30,1334,2034,Los Angeles,George Gascon,1,NA,NA,NA,0,,4847,26.24303693,59.78956055,0.288838457,13.67856406
Los Angeles_ 2021 Q4 Court,773,Los Angeles, 2021 Q4 Court,8112,2042,1267,2765,697,7,1929,31,1307,1704,Los Angeles,George Gascon,1,NA,NA,NA,0,,4736,26.75253378,58.38260135,0.147804054,14.71706081
Los Angeles_ 2022 Q1 Court,774,Los Angeles, 2022 Q1 Court,8086,2172,1325,2612,679,3,1976,30,1240,1702,Los Angeles,George Gascon,1,NA,NA,NA,0,,4619,28.68586274,56.54903659,0.064949123,14.70015155
Los Angeles_ 2022 Q2 Court,775,Los Angeles, 2022 Q2 Court,8211,2278,1476,2516,722,5,2232,17,1507,2021,Los Angeles,George Gascon,1,NA,NA,NA,0,,4719,31.2778131,53.31638059,0.105954651,15.29985166
Los Angeles_ 2022 Q3 Court,776,Los Angeles, 2022 Q3 Court,9983,2026,1315,2681,737,3,2481,9,1543,1964,Los Angeles,George Gascon,1,NA,NA,NA,0,,4736,27.7660473,56.6089527,0.063344595,15.56165541
Los Angeles_ 2022 Q4 Court,777,Los Angeles, 2022 Q4 Court,8465,1804,1279,2501,689,3,2327,10,1561,1338,Los Angeles,George Gascon,1,NA,NA,NA,0,,4472,28.60017889,55.92576029,0.067084079,15.40697674
Los Angeles_ 2023 Q1 Court,778,Los Angeles, 2023 Q1 Court,7667,1628,1171,2661,700,13,2537,3,3298,1771,Los Angeles,George Gascon,1,NA,NA,NA,0,,4545,25.76457646,58.54785479,0.286028603,15.40154015
Madera_ 2013 Q1 Court,779,Madera, 2013 Q1 Court,483,244,66,119,24,18,206,16,56,NA,Madera,Michael Keitz,0,1,0,1,0,https://votemadera.com/election-data/past-election-results/,227,29.07488987,52.42290749,7.929515419,10.57268722
Madera_ 2013 Q2 Court,780,Madera, 2013 Q2 Court,479,295,61,112,17,15,201,11,36,NA,Madera,Michael Keitz,0,1,0,1,0,,205,29.75609756,54.63414634,7.317073171,8.292682927
Madera_ 2013 Q3 Court,781,Madera, 2013 Q3 Court,510,255,71,130,10,16,175,30,41,10,Madera,Michael Keitz,0,1,0,1,0,,227,31.27753304,57.26872247,7.04845815,4.405286344
Madera_ 2013 Q4 Court,782,Madera, 2013 Q4 Court,496,212,49,157,18,17,154,15,40,14,Madera,Michael Keitz,0,1,0,1,0,,241,20.33195021,65.14522822,7.053941909,7.468879668
Madera_ 2014 Q1 Court,783,Madera, 2014 Q1 Court,495,215,72,122,11,3,320,28,30,14,Madera,Michael Keitz,0,1,0,1,0,,208,34.61538462,58.65384615,1.442307692,5.288461538
Madera_ 2014 Q2 Court,784,Madera, 2014 Q2 Court,498,230,72,101,11,5,276,27,45,18,Madera,Michael Keitz,0,1,0,1,0,,189,38.0952381,53.43915344,2.645502646,5.82010582
Madera_ 2014 Q3 Court,785,Madera, 2014 Q3 Court,524,267,73,119,15,6,230,9,34,11,Madera,Michael Keitz,0,1,0,1,1,,213,34.27230047,55.8685446,2.816901408,7.042253521
Madera_ 2014 Q4 Court,786,Madera, 2014 Q4 Court,437,215,50,87,11,8,197,16,40,9,Madera,Michael Keitz,0,1,0,1,1,,156,32.05128205,55.76923077,5.128205128,7.051282051
Madera_ 2015 Q1 Court,787,Madera, 2015 Q1 Court,315,201,71,61,4,6,201,15,40,18,Madera,David Linn,0,1,0,1,0,,142,50,42.95774648,4.225352113,2.816901408
Madera_ 2015 Q2 Court,788,Madera, 2015 Q2 Court,321,192,82,103,7,4,164,7,37,17,Madera,David Linn,0,1,0,1,0,,196,41.83673469,52.55102041,2.040816327,3.571428571
Madera_ 2015 Q3 Court,789,Madera, 2015 Q3 Court,254,133,73,87,6,12,147,20,37,12,Madera,David Linn,0,1,0,1,0,,178,41.01123596,48.87640449,6.741573034,3.370786517
Madera_ 2015 Q4 Court,790,Madera, 2015 Q4 Court,287,107,58,81,5,8,120,4,42,16,Madera,David Linn,0,1,0,1,0,,152,38.15789474,53.28947368,5.263157895,3.289473684
Madera_ 2016 Q1 Court,791,Madera, 2016 Q1 Court,300,119,60,76,0,5,94,4,45,15,Madera,David Linn,0,1,0,1,0,,141,42.55319149,53.90070922,3.546099291,0
Madera_ 2016 Q2 Court,792,Madera, 2016 Q2 Court,420,101,64,99,1,5,137,14,37,11,Madera,David Linn,0,1,0,1,0,,169,37.86982249,58.57988166,2.958579882,0.591715976
Madera_ 2016 Q3 Court,793,Madera, 2016 Q3 Court,296,113,65,107,5,7,130,13,48,8,Madera,David Linn,0,1,0,1,0,,184,35.32608696,58.15217391,3.804347826,2.717391304
Madera_ 2016 Q4 Court,794,Madera, 2016 Q4 Court,372,91,62,93,6,5,116,10,33,17,Madera,David Linn,0,1,0,1,0,,166,37.34939759,56.02409639,3.012048193,3.614457831
Madera_ 2017 Q1 Court,795,Madera, 2017 Q1 Court,329,80,68,68,15,15,111,15,31,18,Madera,David Linn,0,1,0,1,0,,166,40.96385542,40.96385542,9.036144578,9.036144578
Madera_ 2017 Q2 Court,796,Madera, 2017 Q2 Court,366,89,59,81,8,13,122,12,44,12,Madera,David Linn,0,1,0,1,0,,161,36.64596273,50.31055901,8.074534161,4.968944099
Madera_ 2017 Q3 Court,797,Madera, 2017 Q3 Court,337,118,55,68,3,0,112,7,31,12,Madera,David Linn,0,1,0,1,0,,126,43.65079365,53.96825397,0,2.380952381
Madera_ 2017 Q4 Court,798,Madera, 2017 Q4 Court,350,80,46,51,5,4,110,10,26,12,Madera,David Linn,0,1,0,1,0,,106,43.39622642,48.11320755,3.773584906,4.716981132
Madera_ 2018 Q1 Court,799,Madera, 2018 Q1 Court,354,88,43,95,14,7,113,6,44,12,Madera,David Linn,0,1,0,1,0,,159,27.04402516,59.74842767,4.402515723,8.805031447
Madera_ 2018 Q2 Court,800,Madera, 2018 Q2 Court,462,158,76,91,12,4,121,7,41,16,Madera,David Linn,0,1,0,1,0,,183,41.53005464,49.72677596,2.18579235,6.557377049
Madera_ 2018 Q3 Court,801,Madera, 2018 Q3 Court,438,113,72,107,8,7,96,16,37,14,Madera,David Linn,0,1,0,1,1,,194,37.11340206,55.15463918,3.608247423,4.12371134
Madera_ 2018 Q4 Court,802,Madera, 2018 Q4 Court,422,102,106,81,5,4,135,7,38,11,Madera,David Linn,0,1,0,1,1,,196,54.08163265,41.32653061,2.040816327,2.551020408
Madera_ 2019 Q1 Court,803,Madera, 2019 Q1 Court,338,86,66,147,6,1,113,5,50,12,Madera,Sally Orme Moreno,0,1,1,0,0,,220,30,66.81818182,0.454545455,2.727272727
Madera_ 2019 Q2 Court,804,Madera, 2019 Q2 Court,297,84,104,199,15,5,107,2,43,20,Madera,Sally Orme Moreno,0,1,1,0,0,,323,32.19814241,61.60990712,1.547987616,4.643962848
Madera_ 2019 Q3 Court,805,Madera, 2019 Q3 Court,378,99,70,166,7,3,129,4,48,13,Madera,Sally Orme Moreno,0,1,1,0,0,,246,28.45528455,67.4796748,1.219512195,2.845528455
Madera_ 2019 Q4 Court,806,Madera, 2019 Q4 Court,332,144,53,169,17,2,190,5,99,26,Madera,Sally Orme Moreno,0,1,1,0,0,,241,21.99170124,70.12448133,0.829875519,7.053941909
Madera_ 2020 Q1 Court,807,Madera, 2020 Q1 Court,302,71,43,85,8,1,90,2,49,11,Madera,Sally Orme Moreno,0,1,1,0,0,,137,31.38686131,62.04379562,0.729927007,5.839416058
Madera_ 2020 Q2 Court,808,Madera, 2020 Q2 Court,310,51,28,63,7,1,63,6,33,4,Madera,Sally Orme Moreno,0,1,1,0,0,,99,28.28282828,63.63636364,1.01010101,7.070707071
Madera_ 2020 Q3 Court,809,Madera, 2020 Q3 Court,391,125,31,66,6,2,99,2,53,6,Madera,Sally Orme Moreno,0,1,1,0,0,,105,29.52380952,62.85714286,1.904761905,5.714285714
Madera_ 2020 Q4 Court,810,Madera, 2020 Q4 Court,374,84,35,47,0,0,53,5,29,3,Madera,Sally Orme Moreno,0,1,1,0,0,,82,42.68292683,57.31707317,0,0
Madera_ 2021 Q1 Court,811,Madera, 2021 Q1 Court,443,107,70,88,7,2,70,2,42,4,Madera,Sally Orme Moreno,0,1,1,0,0,,167,41.91616766,52.69461078,1.19760479,4.191616766
Madera_ 2021 Q2 Court,812,Madera, 2021 Q2 Court,556,150,102,128,9,9,65,8,37,8,Madera,Sally Orme Moreno,0,1,1,0,0,,248,41.12903226,51.61290323,3.629032258,3.629032258
Madera_ 2021 Q3 Court,813,Madera, 2021 Q3 Court,451,200,79,121,8,12,77,3,36,6,Madera,Sally Orme Moreno,0,1,1,0,0,,220,35.90909091,55,5.454545455,3.636363636
Madera_ 2021 Q4 Court,814,Madera, 2021 Q4 Court,305,153,24,38,1,NA,67,12,30,7,Madera,Sally Orme Moreno,0,1,1,0,0,,NA,NA,NA,NA,NA
Madera_ 2022 Q1 Court,815,Madera, 2022 Q1 Court,360,157,62,112,15,7,60,5,42,8,Madera,Sally Orme Moreno,0,1,1,0,0,,196,31.63265306,57.14285714,3.571428571,7.653061224
Madera_ 2022 Q2 Court,816,Madera, 2022 Q2 Court,357,147,101,142,12,6,69,6,30,6,Madera,Sally Orme Moreno,0,1,1,0,0,,261,38.69731801,54.40613027,2.298850575,4.597701149
Madera_ 2022 Q3 Court,817,Madera, 2022 Q3 Court,418,166,89,124,4,4,67,7,41,4,Madera,Sally Orme Moreno,0,1,1,0,1,,221,40.27149321,56.10859729,1.809954751,1.809954751
Madera_ 2022 Q4 Court,818,Madera, 2022 Q4 Court,307,127,6,29,0,0,66,22,41,4,Madera,Sally Orme Moreno,0,1,1,0,1,,35,17.14285714,82.85714286,0,0
Madera_ 2023 Q1 Court,819,Madera, 2023 Q1 Court,256,124,9,22,0,1,56,9,33,2,Madera,Sally Orme Moreno,0,NA,NA,NA,0,,32,28.125,68.75,3.125,0
Marin_ 2013 Q1 Court,820,Marin, 2013 Q1 Court,253,12,10,60,3,1,166,1,6,NA,Marin,Edward Berberian,0,1,1,0,0,https://www.marincounty.org/depts/rv/election-info/past-elections?tabnum=13,74,13.51351351,81.08108108,1.351351351,4.054054054
Marin_ 2013 Q2 Court,821,Marin, 2013 Q2 Court,274,20,19,67,2,4,221,0,7,NA,Marin,Edward Berberian,0,1,1,0,0,,92,20.65217391,72.82608696,4.347826087,2.173913043
Marin_ 2013 Q3 Court,822,Marin, 2013 Q3 Court,231,19,14,61,0,10,343,4,4,3,Marin,Edward Berberian,0,1,1,0,0,,85,16.47058824,71.76470588,11.76470588,0
Marin_ 2013 Q4 Court,823,Marin, 2013 Q4 Court,294,21,17,16,4,14,319,4,9,7,Marin,Edward Berberian,0,1,1,0,0,,51,33.33333333,31.37254902,27.45098039,7.843137255
Marin_ 2014 Q1 Court,824,Marin, 2014 Q1 Court,282,34,17,74,1,7,184,5,2,16,Marin,Edward Berberian,0,1,1,0,0,,99,17.17171717,74.74747475,7.070707071,1.01010101
Marin_ 2014 Q2 Court,825,Marin, 2014 Q2 Court,264,23,23,96,4,9,216,2,11,21,Marin,Edward Berberian,0,1,1,0,0,,132,17.42424242,72.72727273,6.818181818,3.03030303
Marin_ 2014 Q3 Court,826,Marin, 2014 Q3 Court,249,16,25,71,4,17,191,12,9,27,Marin,Edward Berberian,0,1,1,0,1,,117,21.36752137,60.68376068,14.52991453,3.418803419
Marin_ 2014 Q4 Court,827,Marin, 2014 Q4 Court,225,30,14,61,2,5,108,16,7,25,Marin,Edward Berberian,0,1,1,0,1,,82,17.07317073,74.3902439,6.097560976,2.43902439
Marin_ 2015 Q1 Court,828,Marin, 2015 Q1 Court,240,17,10,52,1,3,108,5,13,11,Marin,Edward Berberian,0,0,NA,NA,0,,66,15.15151515,78.78787879,4.545454545,1.515151515
Marin_ 2015 Q2 Court,829,Marin, 2015 Q2 Court,231,NA,2,31,2,7,100,8,9,11,Marin,Edward Berberian,0,0,NA,NA,0,,42,4.761904762,73.80952381,16.66666667,4.761904762
Marin_ 2015 Q3 Court,830,Marin, 2015 Q3 Court,198,NA,3,NA,8,7,NA,9,9,12,Marin,Edward Berberian,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Marin_ 2015 Q4 Court,831,Marin, 2015 Q4 Court,242,NA,5,NA,2,4,NA,0,6,9,Marin,Edward Berberian,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Marin_ 2016 Q1 Court,832,Marin, 2016 Q1 Court,223,NA,3,27,3,11,155,6,11,4,Marin,Edward Berberian,0,0,NA,NA,0,,44,6.818181818,61.36363636,25,6.818181818
Marin_ 2016 Q2 Court,833,Marin, 2016 Q2 Court,257,NA,4,46,3,17,166,7,11,13,Marin,Edward Berberian,0,0,NA,NA,0,,70,5.714285714,65.71428571,24.28571429,4.285714286
Marin_ 2016 Q3 Court,834,Marin, 2016 Q3 Court,195,NA,21,41,3,14,177,3,14,12,Marin,Edward Berberian,0,0,NA,NA,0,,79,26.58227848,51.89873418,17.72151899,3.797468354
Marin_ 2016 Q4 Court,835,Marin, 2016 Q4 Court,242,NA,25,45,0,11,197,11,8,12,Marin,Edward Berberian,0,0,NA,NA,0,,81,30.86419753,55.55555556,13.58024691,0
Marin_ 2017 Q1 Court,836,Marin, 2017 Q1 Court,184,NA,37,44,6,9,194,8,10,10,Marin,Edward Berberian,0,0,NA,NA,0,,96,38.54166667,45.83333333,9.375,6.25
Marin_ 2017 Q2 Court,837,Marin, 2017 Q2 Court,200,NA,24,36,3,8,167,9,10,23,Marin,Edward Berberian,0,0,NA,NA,0,,71,33.8028169,50.70422535,11.26760563,4.225352113
Marin_ 2017 Q3 Court,838,Marin, 2017 Q3 Court,193,NA,26,45,4,1,146,9,10,19,Marin,Edward Berberian,0,0,NA,NA,0,,76,34.21052632,59.21052632,1.315789474,5.263157895
Marin_ 2017 Q4 Court,839,Marin, 2017 Q4 Court,180,NA,22,34,6,6,152,14,8,17,Marin,Edward Berberian,0,0,NA,NA,0,,68,32.35294118,50,8.823529412,8.823529412
Marin_ 2018 Q1 Court,840,Marin, 2018 Q1 Court,166,NA,24,60,4,14,136,13,14,9,Marin,Edward Berberian,0,0,NA,1,0,,102,23.52941176,58.82352941,13.7254902,3.921568627
Marin_ 2018 Q2 Court,841,Marin, 2018 Q2 Court,178,NA,25,38,6,10,151,9,9,15,Marin,Edward Berberian,0,0,NA,1,0,,79,31.64556962,48.10126582,12.65822785,7.594936709
Marin_ 2018 Q3 Court,842,Marin, 2018 Q3 Court,181,NA,26,44,9,3,137,14,11,18,Marin,Edward Berberian,0,0,NA,1,1,,82,31.70731707,53.65853659,3.658536585,10.97560976
Marin_ 2018 Q4 Court,843,Marin, 2018 Q4 Court,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marin,Edward Berberian,0,0,NA,1,1,,NA,NA,NA,NA,NA
Marin_ 2019 Q1 Court,844,Marin, 2019 Q1 Court,223,NA,18,48,2,15,111,6,15,19,Marin,Lori Frugoli,0,1,1,0,0,,83,21.68674699,57.8313253,18.07228916,2.409638554
Marin_ 2019 Q2 Court,845,Marin, 2019 Q2 Court,187,NA,24,45,2,7,142,10,13,14,Marin,Lori Frugoli,0,1,1,0,0,,78,30.76923077,57.69230769,8.974358974,2.564102564
Marin_ 2019 Q3 Court,846,Marin, 2019 Q3 Court,215,NA,23,39,2,9,118,9,11,21,Marin,Lori Frugoli,0,1,1,0,0,,73,31.50684932,53.42465753,12.32876712,2.739726027
Marin_ 2019 Q4 Court,847,Marin, 2019 Q4 Court,161,NA,26,38,2,10,140,25,10,19,Marin,Lori Frugoli,0,1,1,0,0,,76,34.21052632,50,13.15789474,2.631578947
Marin_ 2020 Q1 Court,848,Marin, 2020 Q1 Court,186,NA,10,8,5,7,97,6,13,10,Marin,Lori Frugoli,0,1,1,0,0,,30,33.33333333,26.66666667,23.33333333,16.66666667
Marin_ 2020 Q2 Court,849,Marin, 2020 Q2 Court,183,NA,7,7,0,3,81,11,14,7,Marin,Lori Frugoli,0,1,1,0,0,,17,41.17647059,41.17647059,17.64705882,0
Marin_ 2020 Q3 Court,850,Marin, 2020 Q3 Court,776,NA,14,12,2,7,108,11,17,11,Marin,Lori Frugoli,0,1,1,0,0,,35,40,34.28571429,20,5.714285714
Marin_ 2020 Q4 Court,851,Marin, 2020 Q4 Court,475,NA,14,11,0,6,104,7,17,20,Marin,Lori Frugoli,0,1,1,0,0,,31,45.16129032,35.48387097,19.35483871,0
Marin_ 2021 Q1 Court,852,Marin, 2021 Q1 Court,192,NA,8,19,1,8,91,5,11,19,Marin,Lori Frugoli,0,1,1,0,0,,36,22.22222222,52.77777778,22.22222222,2.777777778
Marin_ 2021 Q2 Court,853,Marin, 2021 Q2 Court,200,NA,4,16,2,3,113,7,12,17,Marin,Lori Frugoli,0,1,1,0,0,,25,16,64,12,8
Marin_ 2021 Q3 Court,854,Marin, 2021 Q3 Court,216,NA,11,13,3,6,74,6,17,13,Marin,Lori Frugoli,0,1,1,0,0,,33,33.33333333,39.39393939,18.18181818,9.090909091
Marin_ 2021 Q4 Court,855,Marin, 2021 Q4 Court,201,NA,12,22,0,9,97,7,7,18,Marin,Lori Frugoli,0,1,1,0,0,,43,27.90697674,51.1627907,20.93023256,0
Marin_ 2022 Q1 Court,856,Marin, 2022 Q1 Court,362,NA,13,9,1,12,88,12,7,22,Marin,Lori Frugoli,0,1,1,0,0,,35,37.14285714,25.71428571,34.28571429,2.857142857
Marin_ 2022 Q2 Court,857,Marin, 2022 Q2 Court,235,NA,26,15,4,9,90,11,10,16,Marin,Lori Frugoli,0,1,1,0,0,,54,48.14814815,27.77777778,16.66666667,7.407407407
Marin_ 2022 Q3 Court,858,Marin, 2022 Q3 Court,201,NA,13,21,3,4,112,4,12,7,Marin,Lori Frugoli,0,1,1,0,1,,41,31.70731707,51.2195122,9.756097561,7.317073171
Marin_ 2022 Q4 Court,859,Marin, 2022 Q4 Court,181,NA,19,16,2,8,96,12,11,12,Marin,Lori Frugoli,0,1,1,0,1,,45,42.22222222,35.55555556,17.77777778,4.444444444
Marin_ 2023 Q1 Court,860,Marin, 2023 Q1 Court,NA,NA,16,9,2,6,107,4,13,10,Marin,Lori Frugoli,0,NA,NA,NA,0,,33,48.48484848,27.27272727,18.18181818,6.060606061
Mariposa_ 2013 Q1 Court,861,Mariposa, 2013 Q1 Court,69,0,5,41,0,5,30,3,3,0,Mariposa,Robert H. Brown,0,0,NA,NA,0,https://www.mariposacounty.org/132/Election-Results,51,9.803921569,80.39215686,9.803921569,0
Mariposa_ 2013 Q2 Court,862,Mariposa, 2013 Q2 Court,55,2,6,58,0,2,88,0,4,0,Mariposa,Robert H. Brown,0,0,NA,NA,0,,66,9.090909091,87.87878788,3.03030303,0
Mariposa_ 2013 Q3 Court,863,Mariposa, 2013 Q3 Court,62,1,5,69,1,16,80,0,2,0,Mariposa,Robert H. Brown,0,0,NA,NA,0,,91,5.494505495,75.82417582,17.58241758,1.098901099
Mariposa_ 2013 Q4 Court,864,Mariposa, 2013 Q4 Court,25,0,9,40,0,2,28,2,1,1,Mariposa,Robert H. Brown,0,0,NA,NA,0,,51,17.64705882,78.43137255,3.921568627,0
Mariposa_ 2014 Q1 Court,865,Mariposa, 2014 Q1 Court,40,0,6,17,0,1,27,0,1,0,Mariposa,Robert H. Brown,0,0,NA,0,0,,24,25,70.83333333,4.166666667,0
Mariposa_ 2014 Q2 Court,866,Mariposa, 2014 Q2 Court,54,0,5,17,0,7,38,0,0,0,Mariposa,Robert H. Brown,0,0,NA,0,0,,29,17.24137931,58.62068966,24.13793103,0
Mariposa_ 2014 Q3 Court,867,Mariposa, 2014 Q3 Court,36,0,4,18,0,2,22,1,0,0,Mariposa,Robert H. Brown,0,0,NA,0,1,,24,16.66666667,75,8.333333333,0
Mariposa_ 2014 Q4 Court,868,Mariposa, 2014 Q4 Court,29,0,2,20,0,0,12,0,2,1,Mariposa,Robert H. Brown,0,0,NA,0,1,,22,9.090909091,90.90909091,0,0
Mariposa_ 2015 Q1 Court,869,Mariposa, 2015 Q1 Court,22,0,4,15,0,5,16,0,2,2,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,24,16.66666667,62.5,20.83333333,0
Mariposa_ 2015 Q2 Court,870,Mariposa, 2015 Q2 Court,28,0,8,16,1,8,26,0,0,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,33,24.24242424,48.48484848,24.24242424,3.03030303
Mariposa_ 2015 Q3 Court,871,Mariposa, 2015 Q3 Court,53,0,8,36,0,2,33,3,3,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,46,17.39130435,78.26086957,4.347826087,0
Mariposa_ 2015 Q4 Court,872,Mariposa, 2015 Q4 Court,49,0,5,27,0,3,17,1,4,2,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,35,14.28571429,77.14285714,8.571428571,0
Mariposa_ 2016 Q1 Court,873,Mariposa, 2016 Q1 Court,29,0,5,54,0,0,33,4,4,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,59,8.474576271,91.52542373,0,0
Mariposa_ 2016 Q2 Court,874,Mariposa, 2016 Q2 Court,37,1,8,20,0,13,24,1,6,2,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,41,19.51219512,48.7804878,31.70731707,0
Mariposa_ 2016 Q3 Court,875,Mariposa, 2016 Q3 Court,13,1,11,10,0,8,28,0,6,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,29,37.93103448,34.48275862,27.5862069,0
Mariposa_ 2016 Q4 Court,876,Mariposa, 2016 Q4 Court,33,3,5,22,0,3,8,0,4,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,30,16.66666667,73.33333333,10,0
Mariposa_ 2017 Q1 Court,877,Mariposa, 2017 Q1 Court,34,0,5,29,0,0,15,1,7,1,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,34,14.70588235,85.29411765,0,0
Mariposa_ 2017 Q2 Court,878,Mariposa, 2017 Q2 Court,31,0,1,16,0,7,25,0,4,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,24,4.166666667,66.66666667,29.16666667,0
Mariposa_ 2017 Q3 Court,879,Mariposa, 2017 Q3 Court,39,2,8,16,0,2,17,3,9,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,26,30.76923077,61.53846154,7.692307692,0
Mariposa_ 2017 Q4 Court,880,Mariposa, 2017 Q4 Court,47,3,4,14,0,0,23,3,6,0,Mariposa,Thomas K. Cook,0,0,NA,NA,0,,18,22.22222222,77.77777778,0,0
Mariposa_ 2018 Q1 Court,881,Mariposa, 2018 Q1 Court,29,15,8,10,0,8,28,0,14,0,Mariposa,Thomas K. Cook,0,0,NA,0,0,,26,30.76923077,38.46153846,30.76923077,0
Mariposa_ 2018 Q2 Court,882,Mariposa, 2018 Q2 Court,40,5,3,18,0,5,6,0,4,0,Mariposa,Thomas K. Cook,0,0,NA,0,0,,26,11.53846154,69.23076923,19.23076923,0
Mariposa_ 2018 Q3 Court,883,Mariposa, 2018 Q3 Court,24,3,4,11,0,6,22,1,2,0,Mariposa,Thomas K. Cook,0,0,NA,0,1,,21,19.04761905,52.38095238,28.57142857,0
Mariposa_ 2018 Q4 Court,884,Mariposa, 2018 Q4 Court,16,3,3,20,0,2,18,4,5,0,Mariposa,Thomas K. Cook,0,0,NA,0,1,,25,12,80,8,0
Mariposa_ 2019 Q1 Court,885,Mariposa, 2019 Q1 Court,37,0,2,13,0,6,24,1,4,1,Mariposa,Walter W. Wall,0,1,1,0,0,,21,9.523809524,61.9047619,28.57142857,0
Mariposa_ 2019 Q2 Court,886,Mariposa, 2019 Q2 Court,35,1,5,38,0,10,30,0,2,2,Mariposa,Walter W. Wall,0,1,1,0,0,,53,9.433962264,71.69811321,18.86792453,0
Mariposa_ 2019 Q3 Court,887,Mariposa, 2019 Q3 Court,46,1,6,25,0,7,24,3,18,0,Mariposa,Walter W. Wall,0,1,1,0,0,,38,15.78947368,65.78947368,18.42105263,0
Mariposa_ 2019 Q4 Court,888,Mariposa, 2019 Q4 Court,28,1,6,33,0,4,20,1,10,3,Mariposa,Walter W. Wall,0,1,1,0,0,,43,13.95348837,76.74418605,9.302325581,0
Mariposa_ 2020 Q1 Court,889,Mariposa, 2020 Q1 Court,49,1,4,14,0,11,10,0,5,0,Mariposa,Walter W. Wall,0,1,1,0,0,,29,13.79310345,48.27586207,37.93103448,0
Mariposa_ 2020 Q2 Court,890,Mariposa, 2020 Q2 Court,12,0,2,3,0,6,11,5,5,0,Mariposa,Walter W. Wall,0,1,1,0,0,,11,18.18181818,27.27272727,54.54545455,0
Mariposa_ 2020 Q3 Court,891,Mariposa, 2020 Q3 Court,55,1,3,18,0,1,14,0,4,0,Mariposa,Walter W. Wall,0,1,1,0,0,,22,13.63636364,81.81818182,4.545454545,0
Mariposa_ 2020 Q4 Court,892,Mariposa, 2020 Q4 Court,21,0,2,4,0,12,15,1,4,0,Mariposa,Walter W. Wall,0,1,1,0,0,,18,11.11111111,22.22222222,66.66666667,0
Mariposa_ 2021 Q1 Court,893,Mariposa, 2021 Q1 Court,32,3,1,16,0,1,6,5,10,0,Mariposa,Walter W. Wall,0,1,1,0,0,,18,5.555555556,88.88888889,5.555555556,0
Mariposa_ 2021 Q2 Court,894,Mariposa, 2021 Q2 Court,35,2,5,18,0,1,16,0,10,0,Mariposa,Walter W. Wall,0,1,1,0,0,,24,20.83333333,75,4.166666667,0
Mariposa_ 2021 Q3 Court,895,Mariposa, 2021 Q3 Court,40,0,9,28,0,0,6,3,5,0,Mariposa,Walter W. Wall,0,1,1,0,0,,37,24.32432432,75.67567568,0,0
Mariposa_ 2021 Q4 Court,896,Mariposa, 2021 Q4 Court,33,1,6,11,0,2,4,0,4,3,Mariposa,Walter W. Wall,0,1,1,0,0,,19,31.57894737,57.89473684,10.52631579,0
Mariposa_ 2022 Q1 Court,897,Mariposa, 2022 Q1 Court,29,5,3,17,0,5,29,0,0,2,Mariposa,Walter W. Wall,0,1,1,0,0,,25,12,68,20,0
