County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Sutter_2021 Q1 Court,2433,Sutter,2021 Q1 Court,230,86,34,76,0,7,76,6,13,5,,,0,NA,NA,NA,0,,117,29.059829,64.957265,5.982906,0.0
Sutter_2021 Q2 Court,2434,Sutter,2021 Q2 Court,314,141,32,80,1,9,69,3,13,7,,,0,NA,NA,NA,0,,122,26.229508,65.57377,7.377049,0.819672
Sutter_2021 Q3 Court,2435,Sutter,2021 Q3 Court,306,144,53,86,3,10,69,12,8,4,,,0,NA,NA,NA,0,,152,34.868421,56.578947,6.578947,1.973684
Sutter_2021 Q4 Court,2436,Sutter,2021 Q4 Court,275,138,58,95,4,14,86,0,12,4,,,0,NA,NA,NA,0,,171,33.918129,55.555556,8.187135,2.339181
Sutter_2022 Q1 Court,2437,Sutter,2022 Q1 Court,291,165,54,108,6,7,82,6,10,2,,,0,NA,NA,NA,0,,175,30.857143,61.714286,4.0,3.428571
Sutter_2022 Q2 Court,2438,Sutter,2022 Q2 Court,381,188,40,93,3,11,82,12,14,5,,,0,NA,NA,NA,0,,147,27.210884,63.265306,7.482993,2.040816
Sutter_2022 Q3 Court,2439,Sutter,2022 Q3 Court,312,205,41,108,3,12,63,9,13,9,,,0,NA,NA,NA,0,,164,25.0,65.853659,7.317073,1.829268
Sutter_2022 Q4 Court,2440,Sutter,2022 Q4 Court,343,203,31,94,4,2,90,10,6,7,,,0,NA,NA,NA,0,,131,23.664122,71.755725,1.526718,3.053435
Sutter_2023 Q1 Court,2441,Sutter,2023 Q1 Court,310,62,56,104,9,9,NA,8,15,6,,,,,,,,,178,31.460674,58.426966,5.05618,5.05618
Sutter_2023 Q2 Court,2442,Sutter,2023 Q2 Court,240,53,39,104,13,12,NA,15,22,10,,,,,,,,,168,23.214286,61.904762,7.142857,7.738095
Sutter_2023 Q3 Court,2443,Sutter,2023 Q3 Court,192,46,50,120,5,17,NA,18,9,7,,,,,,,,,192,26.041667,62.5,8.854167,2.604167
Sutter_2023 Q4 Court,2444,Sutter,2023 Q4 Court,238,16,45,108,6,15,NA,9,22,5,,,,,,,,,174,25.862069,62.068966,8.62069,3.448276
Sutter_2024 Q1 Court,2445,Sutter,2024 Q1 Court,207,68,22,98,5,11,103,3,21,15,,,,,,,,,136,16.176471,72.058824,8.088235,3.676471
Sutter_2024 Q2 Court,2446,Sutter,2024 Q2 Court,226,55,34,76,8,6,129,21,32,9,,,,,,,,,124,27.419355,61.290323,4.83871,6.451613
Sutter_2024 Q3 Court,2447,Sutter,2024 Q3 Court,200,56,35,81,8,5,83,5,20,8,,,,,,,,,129,27.131783,62.790698,3.875969,6.20155
Sutter_2024 Q4 Court,2448,Sutter,2024 Q4 Court,163,52,29,79,9,0,60,3,7,15,,,,,,,,,117,24.786325,67.521368,0.0,7.692308
Tehama_2013 Q1 Court,2449,Tehama,2013 Q1 Court,295,29,NA,NA,16,0,97,NA,15,NA,Tehama,Gregg Cohen,0,1,1,1,0,,,,,,
Tehama_2013 Q2 Court,2450,Tehama,2013 Q2 Court,317,79,19,37,18,1,66,6,34,NA,Tehama,Gregg Cohen,0,1,1,1,0,,75,25.333333,49.333333,1.333333,24.0
Tehama_2013 Q3 Court,2451,Tehama,2013 Q3 Court,300,48,NA,NA,21,3,120,NA,10,2,Tehama,Gregg Cohen,0,1,1,1,0,,,,,,
Tehama_2013 Q4 Court,2452,Tehama,2013 Q4 Court,334,50,NA,NA,14,8,132,4,16,1,Tehama,Gregg Cohen,0,1,1,1,0,,,,,,
Tehama_2014 Q1 Court,2453,Tehama,2014 Q1 Court,256,78,46,48,10,4,116,1,17,5,Tehama,Gregg Cohen,0,1,1,1,0,,108,42.592593,44.444444,3.703704,9.259259
Tehama_2014 Q2 Court,2454,Tehama,2014 Q2 Court,289,20,34,74,18,8,105,11,12,4,Tehama,Gregg Cohen,0,1,1,1,0,,134,25.373134,55.223881,5.970149,13.432836
Tehama_2014 Q3 Court,2455,Tehama,2014 Q3 Court,317,25,31,88,38,15,105,5,13,9,Tehama,Gregg Cohen,0,1,1,1,1,,172,18.023256,51.162791,8.72093,22.093023
Tehama_2014 Q4 Court,2456,Tehama,2014 Q4 Court,217,42,23,31,13,3,137,7,13,5,Tehama,Gregg Cohen,0,1,1,1,1,,70,32.857143,44.285714,4.285714,18.571429
Tehama_2015 Q1 Court,2457,Tehama,2015 Q1 Court,188,14,43,32,0,4,75,4,16,7,Tehama,Gregg Cohen,0,NA,NA,NA,0,,79,54.43038,40.506329,5.063291,0.0
Tehama_2015 Q2 Court,2458,Tehama,2015 Q2 Court,194,19,44,51,7,4,106,7,19,5,Tehama,Gregg Cohen,0,NA,NA,NA,0,,106,41.509434,48.113208,3.773585,6.603774
Tehama_2015 Q3 Court,2459,Tehama,2015 Q3 Court,248,11,50,39,5,3,73,8,11,5,Tehama,Gregg Cohen,0,NA,NA,NA,0,,97,51.546392,40.206186,3.092784,5.154639
Tehama_2015 Q4 Court,2460,Tehama,2015 Q4 Court,238,19,30,46,4,4,71,4,15,9,Tehama,Gregg Cohen,0,NA,NA,NA,0,,84,35.714286,54.761905,4.761905,4.761905
Tehama_2016 Q1 Court,2461,Tehama,2016 Q1 Court,197,19,36,40,12,11,63,10,16,3,Tehama,Gregg Cohen,0,NA,NA,NA,0,,99,36.363636,40.40404,11.111111,12.121212
Tehama_2016 Q2 Court,2462,Tehama,2016 Q2 Court,222,19,32,51,2,3,80,10,14,4,Tehama,Gregg Cohen,0,NA,NA,NA,0,,88,36.363636,57.954545,3.409091,2.272727
Tehama_2016 Q3 Court,2463,Tehama,2016 Q3 Court,200,71,14,39,2,1,40,6,7,7,Tehama,Gregg Cohen,0,NA,NA,NA,0,,56,25.0,69.642857,1.785714,3.571429
Tehama_2016 Q4 Court,2464,Tehama,2016 Q4 Court,168,62,37,64,1,0,63,6,15,5,Tehama,Gregg Cohen,0,NA,NA,NA,0,,102,36.27451,62.745098,0.0,0.980392
Tehama_2017 Q1 Court,2465,Tehama,2017 Q1 Court,253,2,32,62,0,4,73,9,6,14,Tehama,Gregg Cohen,0,NA,NA,NA,0,,98,32.653061,63.265306,4.081633,0.0
Tehama_2017 Q2 Court,2466,Tehama,2017 Q2 Court,176,15,53,62,2,3,57,2,5,9,Tehama,Gregg Cohen,0,NA,NA,NA,0,,120,44.166667,51.666667,2.5,1.666667
Tehama_2017 Q3 Court,2467,Tehama,2017 Q3 Court,223,2,29,56,2,5,84,4,7,10,Tehama,Gregg Cohen,0,NA,NA,NA,0,,92,31.521739,60.869565,5.434783,2.173913
Tehama_2017 Q4 Court,2468,Tehama,2017 Q4 Court,205,NA,42,23,4,3,64,2,12,8,Tehama,Gregg Cohen,0,NA,NA,NA,0,,72,58.333333,31.944444,4.166667,5.555556
Tehama_2018 Q1 Court,2469,Tehama,2018 Q1 Court,227,0,28,17,1,5,91,0,5,11,Tehama,Gregg Cohen,0,0,NA,1,0,,51,54.901961,33.333333,9.803922,1.960784
Tehama_2018 Q2 Court,2470,Tehama,2018 Q2 Court,211,0,49,26,4,5,61,5,9,8,Tehama,Gregg Cohen,0,0,NA,1,0,,84,58.333333,30.952381,5.952381,4.761905
Tehama_2018 Q3 Court,2471,Tehama,2018 Q3 Court,217,0,46,54,1,8,67,11,15,8,Tehama,Gregg Cohen,0,0,NA,1,1,,109,42.201835,49.541284,7.33945,0.917431
Tehama_2018 Q4 Court,2472,Tehama,2018 Q4 Court,189,0,46,51,2,8,56,5,14,10,Tehama,Gregg Cohen,0,0,NA,1,1,,107,42.990654,47.663551,7.476636,1.869159
Tehama_2019 Q1 Court,2473,Tehama,2019 Q1 Court,198,0,44,70,6,4,67,10,26,7,Tehama,Matthew Rogers,0,1,1,0,0,,124,35.483871,56.451613,3.225806,4.83871
Tehama_2019 Q2 Court,2474,Tehama,2019 Q2 Court,155,0,33,74,5,6,59,4,19,15,Tehama,Matthew Rogers,0,1,1,0,0,,118,27.966102,62.711864,5.084746,4.237288
Tehama_2019 Q3 Court,2475,Tehama,2019 Q3 Court,179,0,36,70,2,6,43,7,26,13,Tehama,Matthew Rogers,0,1,1,0,0,,114,31.578947,61.403509,5.263158,1.754386
Tehama_2019 Q4 Court,2476,Tehama,2019 Q4 Court,198,0,28,69,2,5,38,7,24,16,Tehama,Matthew Rogers,0,1,1,0,0,,104,26.923077,66.346154,4.807692,1.923077
Tehama_2020 Q1 Court,2477,Tehama,2020 Q1 Court,101,0,32,68,2,6,42,1,15,14,Tehama,Matthew Rogers,0,1,1,0,0,,108,29.62963,62.962963,5.555556,1.851852
Tehama_2020 Q2 Court,2478,Tehama,2020 Q2 Court,157,0,15,26,1,2,47,4,17,7,Tehama,Matthew Rogers,0,1,1,0,0,,44,34.090909,59.090909,4.545455,2.272727
Tehama_2020 Q3 Court,2479,Tehama,2020 Q3 Court,183,0,28,42,1,6,60,2,27,16,Tehama,Matthew Rogers,0,1,1,0,0,,77,36.363636,54.545455,7.792208,1.298701
Tehama_2020 Q4 Court,2480,Tehama,2020 Q4 Court,195,0,33,37,7,3,52,2,18,11,Tehama,Matthew Rogers,0,1,1,0,0,,80,41.25,46.25,3.75,8.75
Tehama_2021 Q1 Court,2481,Tehama,2021 Q1 Court,209,90,37,35,2,4,70,9,23,6,Tehama,Matthew Rogers,0,1,1,0,0,,78,47.435897,44.871795,5.128205,2.564103
Tehama_2021 Q2 Court,2482,Tehama,2021 Q2 Court,180,65,19,31,0,2,51,1,13,6,Tehama,Matthew Rogers,0,1,1,0,0,,52,36.538462,59.615385,3.846154,0.0
Tehama_2021 Q3 Court,2483,Tehama,2021 Q3 Court,177,117,37,42,2,0,41,0,11,6,Tehama,Matthew Rogers,0,1,1,0,0,,81,45.679012,51.851852,0.0,2.469136
Tehama_2021 Q4 Court,2484,Tehama,2021 Q4 Court,139,94,39,46,1,4,37,6,15,13,Tehama,Matthew Rogers,0,1,1,0,0,,90,43.333333,51.111111,4.444444,1.111111
Tehama_2022 Q1 Court,2485,Tehama,2022 Q1 Court,216,77,42,48,1,13,38,5,12,7,Tehama,Matthew Rogers,0,1,1,0,0,,104,40.384615,46.153846,12.5,0.961538
Tehama_2022 Q2 Court,2486,Tehama,2022 Q2 Court,167,161,39,49,0,5,30,5,10,7,Tehama,Matthew Rogers,0,1,1,0,0,,93,41.935484,52.688172,5.376344,0.0
Tehama_2022 Q3 Court,2487,Tehama,2022 Q3 Court,160,132,37,36,10,7,44,9,15,15,Tehama,Matthew Rogers,0,1,1,0,1,,90,41.111111,40.0,7.777778,11.111111
Tehama_2022 Q4 Court,2488,Tehama,2022 Q4 Court,173,115,39,33,2,8,34,4,12,11,Tehama,Matthew Rogers,0,1,1,0,1,,82,47.560976,40.243902,9.756098,2.439024
Tehama_2023 Q1 Court,2489,Tehama,2023 Q1 Court,194,130,35,50,0,2,49,9,10,8,Tehama,Matthew Rogers,0,NA,NA,NA,0,,87,40.229885,57.471264,2.298851,0.0
Tehama_2023 Q2 Court,2490,Tehama,2023 Q2 Court,191,104,64,61,1,6,29,2,10,5,,,,,,,,,132,48.484848,46.212121,4.545455,0.757576
Tehama_2023 Q3 Court,2491,Tehama,2023 Q3 Court,152,167,53,71,1,7,26,2,4,11,,,,,,,,,132,40.151515,53.787879,5.30303,0.757576
Tehama_2023 Q4 Court,2492,Tehama,2023 Q4 Court,132,146,50,52,1,3,32,6,5,12,,,,,,,,,106,47.169811,49.056604,2.830189,0.943396
Tehama_2024 Q1 Court,2493,Tehama,2024 Q1 Court,162,142,47,44,0,4,63,4,6,7,,,,,,,,,95,49.473684,46.315789,4.210526,0.0
Tehama_2024 Q2 Court,2494,Tehama,2024 Q2 Court,178,188,55,48,5,3,27,5,11,5,,,,,,,,,111,49.54955,43.243243,2.702703,4.504505
Tehama_2024 Q3 Court,2495,Tehama,2024 Q3 Court,200,187,56,42,0,3,36,8,7,6,,,,,,,,,101,55.445545,41.584158,2.970297,0.0
Tehama_2024 Q4 Court,2496,Tehama,2024 Q4 Court,183,206,64,48,4,2,23,3,2,2,,,,,,,,,118,54.237288,40.677966,1.694915,3.389831
Trinity_2013 Q1 Court,2497,Trinity,2013 Q1 Court,64,22,4,35,1,0,16,0,1,NA,Trinity,Michael B. Harper,0,0,NA,NA,0,,40,10.0,87.5,0.0,2.5
Trinity_2013 Q2 Court,2498,Trinity,2013 Q2 Court,59,26,5,22,2,0,29,0,1,NA,Trinity,Michael B. Harper,0,0,NA,NA,0,,29,17.241379,75.862069,0.0,6.896552
Trinity_2013 Q3 Court,2499,Trinity,2013 Q3 Court,62,25,6,29,3,0,17,0,0,0,Trinity,Michael B. Harper,0,0,NA,NA,0,,38,15.789474,76.315789,0.0,7.894737
Trinity_2013 Q4 Court,2500,Trinity,2013 Q4 Court,78,19,3,81,1,0,0,0,0,1,Trinity,Michael B. Harper,0,0,NA,NA,0,,85,3.529412,95.294118,0.0,1.176471
Trinity_2014 Q1 Court,2501,Trinity,2014 Q1 Court,64,13,1,27,2,2,0,0,2,0,Trinity,Michael B. Harper,0,0,NA,1,0,,32,3.125,84.375,6.25,6.25
Trinity_2014 Q2 Court,2502,Trinity,2014 Q2 Court,86,30,3,39,2,0,1,4,5,0,Trinity,Michael B. Harper,0,0,NA,1,0,,44,6.818182,88.636364,0.0,4.545455
Trinity_2014 Q3 Court,2503,Trinity,2014 Q3 Court,82,33,5,38,1,1,29,0,7,2,Trinity,Michael B. Harper,0,0,NA,1,1,,45,11.111111,84.444444,2.222222,2.222222
Trinity_2014 Q4 Court,2504,Trinity,2014 Q4 Court,100,25,0,28,0,1,23,4,1,0,Trinity,Michael B. Harper,0,0,NA,1,1,,29,0.0,96.551724,3.448276,0.0
Trinity_2015 Q1 Court,2505,Trinity,2015 Q1 Court,71,21,1,9,0,0,32,0,1,2,Trinity,Eric Heryford,0,1,1,0,0,,10,10.0,90.0,0.0,0.0
Trinity_2015 Q2 Court,2506,Trinity,2015 Q2 Court,41,26,1,17,0,0,2,0,5,0,Trinity,Eric Heryford,0,1,1,0,0,,18,5.555556,94.444444,0.0,0.0
Trinity_2015 Q3 Court,2507,Trinity,2015 Q3 Court,77,26,5,17,0,1,23,2,2,0,Trinity,Eric Heryford,0,1,1,0,0,,23,21.73913,73.913043,4.347826,0.0
Trinity_2015 Q4 Court,2508,Trinity,2015 Q4 Court,85,18,6,17,2,0,1,0,4,0,Trinity,Eric Heryford,0,1,1,0,0,,25,24.0,68.0,0.0,8.0
Trinity_2016 Q1 Court,2509,Trinity,2016 Q1 Court,47,27,6,20,1,1,18,2,0,1,Trinity,Eric Heryford,0,1,1,0,0,,28,21.428571,71.428571,3.571429,3.571429
Trinity_2016 Q2 Court,2510,Trinity,2016 Q2 Court,51,21,3,21,0,3,26,0,3,1,Trinity,Eric Heryford,0,1,1,0,0,,27,11.111111,77.777778,11.111111,0.0
Trinity_2016 Q3 Court,2511,Trinity,2016 Q3 Court,71,23,3,17,NA,1,15,1,2,2,Trinity,Eric Heryford,0,1,1,0,0,,,,,,
Trinity_2016 Q4 Court,2512,Trinity,2016 Q4 Court,65,10,2,10,NA,1,30,2,NA,1,Trinity,Eric Heryford,0,1,1,0,0,,,,,,
Trinity_2017 Q1 Court,2513,Trinity,2017 Q1 Court,55,23,4,20,1,2,0,3,0,1,Trinity,Eric Heryford,0,1,1,0,0,,27,14.814815,74.074074,7.407407,3.703704
Trinity_2017 Q2 Court,2514,Trinity,2017 Q2 Court,41,16,5,19,1,0,21,1,1,0,Trinity,Eric Heryford,0,1,1,0,0,,25,20.0,76.0,0.0,4.0
Trinity_2017 Q3 Court,2515,Trinity,2017 Q3 Court,77,16,5,8,1,0,24,1,1,0,Trinity,Eric Heryford,0,1,1,0,0,,14,35.714286,57.142857,0.0,7.142857
Trinity_2017 Q4 Court,2516,Trinity,2017 Q4 Court,85,24,4,11,2,0,28,4,3,1,Trinity,Eric Heryford,0,1,1,0,0,,17,23.529412,64.705882,0.0,11.764706
Trinity_2018 Q1 Court,2517,Trinity,2018 Q1 Court,54,14,4,0,0,0,21,0,1,0,Trinity,Eric Heryford,0,1,1,0,0,,4,100.0,0.0,0.0,0.0
Trinity_2018 Q2 Court,2518,Trinity,2018 Q2 Court,58,25,9,17,2,0,22,2,2,0,Trinity,Eric Heryford,0,1,1,0,0,,28,32.142857,60.714286,0.0,7.142857
Trinity_2018 Q3 Court,2519,Trinity,2018 Q3 Court,72,17,11,10,0,0,15,0,2,0,Trinity,Eric Heryford,0,1,1,0,1,,21,52.380952,47.619048,0.0,0.0
Trinity_2018 Q4 Court,2520,Trinity,2018 Q4 Court,65,9,8,14,0,0,17,0,1,1,Trinity,Eric Heryford,0,1,1,0,1,,22,36.363636,63.636364,0.0,0.0
Trinity_2019 Q1 Court,2521,Trinity,2019 Q1 Court,53,16,5,13,1,0,8,1,5,0,Trinity,Eric Heryford,0,NA,NA,NA,0,,19,26.315789,68.421053,0.0,5.263158
Trinity_2019 Q2 Court,2522,Trinity,2019 Q2 Court,56,12,8,26,1,2,6,0,1,0,Trinity,Eric Heryford,0,NA,NA,NA,0,,37,21.621622,70.27027,5.405405,2.702703
Trinity_2019 Q3 Court,2523,Trinity,2019 Q3 Court,44,16,5,13,1,0,9,1,5,0,Trinity,Eric Heryford,0,NA,NA,NA,0,,19,26.315789,68.421053,0.0,5.263158
Trinity_2019 Q4 Court,2524,Trinity,2019 Q4 Court,58,11,10,16,1,0,12,0,3,3,Trinity,Eric Heryford,0,NA,NA,NA,0,,27,37.037037,59.259259,0.0,3.703704
Trinity_2020 Q1 Court,2525,Trinity,2020 Q1 Court,61,9,2,29,2,3,15,0,1,0,Trinity,Donna Daly,0,NA,NA,NA,0,,36,5.555556,80.555556,8.333333,5.555556
Trinity_2020 Q2 Court,2526,Trinity,2020 Q2 Court,71,22,3,12,0,2,18,0,3,0,Trinity,Donna Daly,0,NA,NA,NA,0,,17,17.647059,70.588235,11.764706,0.0
Trinity_2020 Q3 Court,2527,Trinity,2020 Q3 Court,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trinity,Donna Daly,0,NA,NA,NA,0,,,,,,
Trinity_2020 Q4 Court,2528,Trinity,2020 Q4 Court,58,29,3,13,0,0,2,0,7,3,Trinity,Donna Daly,0,NA,NA,NA,0,Donna Daly died,16,18.75,81.25,0.0,0.0
Trinity_2021 Q1 Court,2529,Trinity,2021 Q1 Court,48,39,7,11,0,0,7,1,1,2,Trinity,David Brady,0,1,1,0,0,,18,38.888889,61.111111,0.0,0.0
Trinity_2021 Q2 Court,2530,Trinity,2021 Q2 Court,61,47,4,10,0,0,4,1,3,1,Trinity,David Brady,0,1,1,0,0,,14,28.571429,71.428571,0.0,0.0
Trinity_2021 Q3 Court,2531,Trinity,2021 Q3 Court,64,63,4,10,0,0,5,1,2,1,Trinity,David Brady,0,1,1,0,0,,14,28.571429,71.428571,0.0,0.0
Trinity_2021 Q4 Court,2532,Trinity,2021 Q4 Court,36,26,5,5,0,1,5,0,3,1,Trinity,David Brady,0,1,1,0,0,,11,45.454545,45.454545,9.090909,0.0
Trinity_2022 Q1 Court,2533,Trinity,2022 Q1 Court,59,21,7,15,0,1,5,0,3,1,Trinity,David Brady,0,1,1,0,0,,23,30.434783,65.217391,4.347826,0.0
Trinity_2022 Q2 Court,2534,Trinity,2022 Q2 Court,56,43,7,10,0,0,4,0,1,2,Trinity,David Brady,0,1,1,0,0,,17,41.176471,58.823529,0.0,0.0
Trinity_2022 Q3 Court,2535,Trinity,2022 Q3 Court,69,27,1,18,0,0,11,0,4,0,Trinity,David Brady,0,1,1,0,1,,19,5.263158,94.736842,0.0,0.0
Trinity_2022 Q4 Court,2536,Trinity,2022 Q4 Court,38,20,6,9,0,0,0,0,1,2,Trinity,David Brady,0,1,1,0,1,,15,40.0,60.0,0.0,0.0
Trinity_2023 Q1 Court,2537,Trinity,2023 Q1 Court,42,53,6,3,0,1,4,0,5,2,,,,,,,,,10,60.0,30.0,10.0,0.0
Trinity_2023 Q2 Court,2538,Trinity,2023 Q2 Court,44,26,7,4,0,1,10,0,7,2,,,,,,,,,12,58.333333,33.333333,8.333333,0.0
Trinity_2023 Q3 Court,2539,Trinity,2023 Q3 Court,51,35,6,10,0,0,1,0,7,0,,,,,,,,,16,37.5,62.5,0.0,0.0
Trinity_2023 Q4 Court,2540,Trinity,2023 Q4 Court,32,33,4,3,0,1,2,0,5,2,,,,,,,,,8,50.0,37.5,12.5,0.0
Trinity_2024 Q1 Court,2541,Trinity,2024 Q1 Court,55,28,5,10,0,0,1,0,5,1,,,,,,,,,15,33.333333,66.666667,0.0,0.0
Trinity_2024 Q2 Court,2542,Trinity,2024 Q2 Court,33,18,1,8,1,1,3,0,7,2,,,,,,,,,11,9.090909,72.727273,9.090909,9.090909
Trinity_2024 Q3 Court,2543,Trinity,2024 Q3 Court,51,13,5,5,0,1,8,1,4,1,,,,,,,,,11,45.454545,45.454545,9.090909,0.0
Trinity_2024 Q4 Court,2544,Trinity,2024 Q4 Court,31,18,1,5,0,1,2,1,3,1,,,,,,,,,7,14.285714,71.428571,14.285714,0.0
Tulare_2013 Q1 Court,2545,Tulare,2013 Q1 Court,1112,200,127,404,34,31,538,122,244,0,Tulare,Philip Cline,0,NA,NA,NA,0,,596,21.308725,67.785235,5.201342,5.704698
Tulare_2013 Q2 Court,2546,Tulare,2013 Q2 Court,1079,185,139,413,30,48,634,172,253,0,Tulare,Philip Cline,0,NA,NA,NA,0,,630,22.063492,65.555556,7.619048,4.761905
Tulare_2013 Q3 Court,2547,Tulare,2013 Q3 Court,1356,247,109,414,30,39,431,248,5,0,Tulare,Philip Cline,0,NA,NA,NA,0,,592,18.412162,69.932432,6.587838,5.067568
Tulare_2013 Q4 Court,2548,Tulare,2013 Q4 Court,1445,230,144,399,40,76,463,42,67,21,Tulare,Philip Cline,0,NA,NA,NA,0,,659,21.85129,60.546282,11.532625,6.069803
Tulare_2014 Q1 Court,2549,Tulare,2014 Q1 Court,1261,193,166,491,80,68,529,76,76,33,Tulare,Philip Cline,0,0,NA,1,0,,805,20.621118,60.993789,8.447205,9.937888
Tulare_2014 Q2 Court,2550,Tulare,2014 Q2 Court,1392,193,188,493,70,77,454,76,71,44,Tulare,Philip Cline,0,0,NA,1,0,,828,22.705314,59.541063,9.299517,8.454106
Tulare_2014 Q3 Court,2551,Tulare,2014 Q3 Court,1396,228,186,523,61,57,475,72,69,29,Tulare,Philip Cline,0,0,NA,1,1,,827,22.490931,63.240629,6.892382,7.376058
Tulare_2014 Q4 Court,2552,Tulare,2014 Q4 Court,1012,179,113,329,42,43,328,50,86,27,Tulare,Philip Cline,0,0,NA,1,1,,527,21.442125,62.428843,8.159393,7.969639
Tulare_2015 Q1 Court,2553,Tulare,2015 Q1 Court,874,137,172,278,30,32,309,49,75,24,Tulare,Tim Ward,0,1,1,1,0,,512,33.59375,54.296875,6.25,5.859375
Tulare_2015 Q2 Court,2554,Tulare,2015 Q2 Court,868,151,145,325,26,46,324,69,88,36,Tulare,Tim Ward,0,1,1,1,0,,542,26.752768,59.9631,8.487085,4.797048
Tulare_2015 Q3 Court,2555,Tulare,2015 Q3 Court,836,122,158,324,17,27,299,51,73,23,Tulare,Tim Ward,0,1,1,1,0,,526,30.038023,61.596958,5.13308,3.231939
Tulare_2015 Q4 Court,2556,Tulare,2015 Q4 Court,841,107,137,295,7,23,268,32,70,20,Tulare,Tim Ward,0,1,1,1,0,,462,29.65368,63.852814,4.978355,1.515152
Tulare_2016 Q1 Court,2557,Tulare,2016 Q1 Court,796,167,183,306,4,33,317,46,77,32,Tulare,Tim Ward,0,1,1,1,0,,526,34.790875,58.174905,6.273764,0.760456
Tulare_2016 Q2 Court,2558,Tulare,2016 Q2 Court,802,159,173,327,1,26,331,46,83,28,Tulare,Tim Ward,0,1,1,1,0,,527,32.827324,62.049336,4.933586,0.189753
Tulare_2016 Q3 Court,2559,Tulare,2016 Q3 Court,794,136,164,314,NA,23,342,47,95,25,Tulare,Tim Ward,0,1,1,1,0,,,,,,
Tulare_2016 Q4 Court,2560,Tulare,2016 Q4 Court,710,156,145,262,2,28,312,35,66,25,Tulare,Tim Ward,0,1,1,1,0,,437,33.180778,59.954233,6.407323,0.457666
Tulare_2017 Q1 Court,2561,Tulare,2017 Q1 Court,834,171,165,278,NA,18,307,48,86,42,Tulare,Tim Ward,0,1,1,1,0,,,,,,
Tulare_2017 Q2 Court,2562,Tulare,2017 Q2 Court,923,193,162,291,NA,30,344,38,85,39,Tulare,Tim Ward,0,1,1,1,0,,,,,,
Tulare_2017 Q3 Court,2563,Tulare,2017 Q3 Court,809,173,149,269,19,30,336,37,96,27,Tulare,Tim Ward,0,1,1,1,0,,467,31.905782,57.601713,6.423983,4.068522
Tulare_2017 Q4 Court,2564,Tulare,2017 Q4 Court,1017,168,181,242,8,22,353,39,78,36,Tulare,Tim Ward,0,1,1,1,0,,453,39.95585,53.421634,4.856512,1.766004
Tulare_2018 Q1 Court,2565,Tulare,2018 Q1 Court,924,194,199,301,2,37,343,47,105,36,Tulare,Tim Ward,0,1,1,1,0,,539,36.920223,55.844156,6.864564,0.371058
Tulare_2018 Q2 Court,2566,Tulare,2018 Q2 Court,951,189,182,240,7,31,345,42,87,39,Tulare,Tim Ward,0,1,1,1,0,,460,39.565217,52.173913,6.73913,1.521739
Tulare_2018 Q3 Court,2567,Tulare,2018 Q3 Court,1049,206,137,308,2,38,327,43,84,57,Tulare,Tim Ward,0,1,1,1,1,,485,28.247423,63.505155,7.835052,0.412371
Tulare_2018 Q4 Court,2568,Tulare,2018 Q4 Court,865,197,187,236,2,30,295,45,89,54,Tulare,Tim Ward,0,1,1,1,1,,455,41.098901,51.868132,6.593407,0.43956
Tulare_2019 Q1 Court,2569,Tulare,2019 Q1 Court,931,192,166,219,1,17,238,32,76,64,Tulare,Tim Ward,0,1,1,0,0,,403,41.191067,54.342432,4.218362,0.248139
Tulare_2019 Q2 Court,2570,Tulare,2019 Q2 Court,1059,184,192,238,2,34,297,43,100,69,Tulare,Tim Ward,0,1,1,0,0,,466,41.201717,51.072961,7.296137,0.429185
Tulare_2019 Q3 Court,2571,Tulare,2019 Q3 Court,873,161,137,253,2,46,347,49,89,61,Tulare,Tim Ward,0,1,1,0,0,,438,31.278539,57.762557,10.502283,0.456621
Tulare_2019 Q4 Court,2572,Tulare,2019 Q4 Court,795,146,154,187,2,31,258,41,60,70,Tulare,Tim Ward,0,1,1,0,0,,374,41.176471,50.0,8.28877,0.534759
Tulare_2020 Q1 Court,2573,Tulare,2020 Q1 Court,872,174,130,163,11,29,207,40,84,59,Tulare,Tim Ward,0,1,1,0,0,,333,39.039039,48.948949,8.708709,3.303303
Tulare_2020 Q2 Court,2574,Tulare,2020 Q2 Court,1015,180,33,44,0,4,57,4,32,23,Tulare,Tim Ward,0,1,1,0,0,,81,40.740741,54.320988,4.938272,0.0
Tulare_2020 Q3 Court,2575,Tulare,2020 Q3 Court,730,310,106,190,3,18,154,10,91,22,Tulare,Tim Ward,0,1,1,0,0,,317,33.438486,59.936909,5.678233,0.946372
Tulare_2020 Q4 Court,2576,Tulare,2020 Q4 Court,873,266,82,158,1,15,100,16,48,28,Tulare,Tim Ward,0,1,1,0,0,,256,32.03125,61.71875,5.859375,0.390625
